                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     76,                 1.4065,                 1.8596,                 1.9535,                0.47112,                0.55473,                0.46711,                0.38017,                 1.7095,                 2.1113,                 1.5846,             0.00068402,             0.00068402,             0.00068402
                     77,                 1.4298,                 1.8401,                 1.9167,                0.52126,                0.65208,                0.56167,                0.45914,                 1.6562,                 1.6744,                 1.5785,             0.00068102,             0.00068102,             0.00068102
                     78,                 1.3456,                 1.7776,                 1.8827,                0.56173,                 0.6965,                0.63912,                0.53339,                  1.457,                 1.5327,                 1.5246,             0.00067802,             0.00067802,             0.00067802
                     79,                 1.3253,                 1.7047,                 1.9249,                0.39456,                0.71479,                0.49298,                0.39093,                  1.655,                 1.6173,                  1.564,             0.00067502,             0.00067502,             0.00067502
                     80,                 1.3593,                 1.7206,                 1.9055,                0.49304,                0.53469,                0.54421,                0.45719,                 1.4712,                 1.6582,                 1.5114,             0.00067202,             0.00067202,             0.00067202
                     81,                 1.3324,                 1.7803,                 1.9229,                0.56332,                0.66514,                0.61344,                0.50608,                 1.6059,                 1.5807,                 1.5276,             0.00066902,             0.00066902,             0.00066902
                     82,                 1.4116,                 1.7606,                 1.8935,                0.59661,                0.66377,                0.61956,                0.51381,                  1.592,                 1.5724,                 1.5163,             0.00066602,             0.00066602,             0.00066602
                     83,                 1.3303,                 1.7314,                  1.889,                0.60547,                0.63762,                0.63794,                0.53232,                 1.5751,                 1.6188,                 1.5581,             0.00066302,             0.00066302,             0.00066302
                     84,                 1.4192,                 1.8467,                 1.9201,                0.60691,                0.68268,                 0.6486,                0.54126,                  1.542,                 1.4671,                 1.5282,             0.00066002,             0.00066002,             0.00066002
                     85,                 1.4044,                 1.7126,                 1.8616,                0.55918,                0.70398,                0.64245,                0.54118,                 1.5235,                 1.5257,                 1.5469,             0.00065703,             0.00065703,             0.00065703
                     86,                 1.2936,                 1.7673,                 1.9044,                0.62138,                0.68084,                0.63978,                 0.5399,                 1.4319,                 1.4566,                 1.4614,             0.00065403,             0.00065403,             0.00065403
                     87,                 1.3899,                  1.746,                 1.8262,                0.46047,                0.54519,                0.48474,                0.38836,                 1.6247,                 1.8025,                 1.5156,             0.00065103,             0.00065103,             0.00065103
                     88,                 1.3074,                 1.6081,                 1.8695,                0.62426,                0.70712,                0.65349,                 0.5375,                 1.5399,                 1.4999,                 1.4523,             0.00064803,             0.00064803,             0.00064803
                     89,                 1.2946,                 1.6337,                 1.8785,                0.53616,                0.58895,                0.56927,                0.46072,                 1.6426,                 1.5207,                 1.4938,             0.00064503,             0.00064503,             0.00064503
                     90,                 1.3568,                 1.6973,                 1.8991,                0.59778,                0.71101,                0.66721,                0.54399,                 1.6022,                 1.3949,                 1.4776,             0.00064203,             0.00064203,             0.00064203
                     91,                 1.3545,                 1.7061,                 1.8679,                0.65593,                0.69814,                0.66664,                0.54151,                 1.5261,                 1.5187,                 1.4831,             0.00063903,             0.00063903,             0.00063903
                     92,                 1.3238,                 1.6485,                 1.8761,                0.51578,                0.74368,                0.61701,                0.49893,                 1.5377,                 1.5892,                 1.4943,             0.00063603,             0.00063603,             0.00063603
                     93,                 1.3081,                 1.6622,                 1.8692,                 0.6011,                 0.6819,                0.65868,                 0.5493,                 1.5818,                 1.4403,                 1.4618,             0.00063303,             0.00063303,             0.00063303
                     94,                 1.3552,                 1.5769,                 1.8651,                0.63152,                0.65183,                0.65724,                0.53621,                 1.7353,                  1.618,                 1.4874,             0.00063003,             0.00063003,             0.00063003
                     95,                 1.3188,                 1.5983,                 1.8758,                 0.5923,                0.70603,                0.67115,                0.54542,                 1.6279,                 1.4931,                 1.4646,             0.00062703,             0.00062703,             0.00062703
                     96,                 1.2568,                 1.5355,                 1.8448,                0.59535,                0.66166,                0.62276,                0.51808,                 1.4777,                 1.4413,                 1.4408,             0.00062403,             0.00062403,             0.00062403
                     97,                 1.1852,                 1.5814,                 1.8486,                0.59613,                0.66241,                0.62909,                0.53214,                 1.4027,                   1.46,                 1.4723,             0.00062103,             0.00062103,             0.00062103
                     98,                 1.2561,                 1.5956,                 1.8582,                0.62213,                0.71391,                 0.6699,                  0.563,                 1.5381,                 1.4145,                 1.4458,             0.00061803,             0.00061803,             0.00061803
                     99,                 1.3931,                 1.5727,                 1.8517,                0.60888,                 0.7309,                0.70433,                0.56062,                 1.7202,                 1.5755,                 1.5271,             0.00061503,             0.00061503,             0.00061503
                    100,                 1.4063,                 1.6236,                 1.8548,                0.61307,                0.70198,                0.69956,                0.58272,                 1.4925,                  1.388,                 1.4882,             0.00061203,             0.00061203,             0.00061203
                    101,                  1.399,                 1.5726,                 1.8764,                0.61352,                0.53993,                 0.5754,                0.46765,                 1.6242,                 1.5903,                 1.4678,             0.00060903,             0.00060903,             0.00060903
                    102,                  1.256,                 1.6108,                 1.8364,                0.44112,                0.60911,                0.51298,                0.42699,                 1.4317,                 1.7463,                 1.4404,             0.00060603,             0.00060603,             0.00060603
                    103,                 1.3196,                  1.601,                 1.8383,                0.65382,                0.67277,                0.68711,                0.54382,                 1.6878,                 1.4464,                 1.4354,             0.00060303,             0.00060303,             0.00060303
                    104,                 1.3469,                 1.5532,                 1.8174,                0.69725,                0.67724,                0.69402,                0.56576,                 1.5447,                 1.4997,                 1.5029,             0.00060003,             0.00060003,             0.00060003
